a,b,fitness
749.0293255131965,671.8826979472141,-80774.74419211983
173.8475073313782,671.8826979472141,4388.058963147334
749.0293255131965,338.88269794721407,-84359.62102497322
206.07331378299125,338.88269794721407,-51251.712748143735
916.9941348973607,338.88269794721407,25884.030163721094
81.0762463343109,636.7272727272727,119700.53591215199
749.0293255131965,671.8826979472141,-80774.74419211983
749.0293255131965,671.8826979472141,-80774.74419211983
249.04105571847504,338.88269794721407,-81778.80432204675
916.9941348973607,338.88269794721407,25884.030163721094
749.0293255131965,338.88269794721407,-84359.62102497322
749.0293255131965,338.88269794721407,-84359.62102497322
249.04105571847504,338.88269794721407,-81778.80432204675
749.0293255131965,338.88269794721407,-84359.62102497322
749.0293255131965,671.8826979472141,-80774.74419211983
749.0293255131965,671.8826979472141,-80774.74419211983
749.0293255131965,671.8826979472141,-80774.74419211983
749.0293255131965,671.8826979472141,-80774.74419211983
749.0293255131965,338.88269794721407,-84359.62102497322
749.0293255131965,338.88269794721407,-84359.62102497322
749.0293255131965,338.88269794721407,-84359.62102497322
249.04105571847504,338.88269794721407,-81778.80432204675
749.0293255131965,338.88269794721407,-84359.62102497322
749.0293255131965,338.88269794721407,-84359.62102497322
749.0293255131965,338.88269794721407,-84359.62102497322
749.0293255131965,338.88269794721407,-84359.62102497322
749.0293255131965,338.88269794721407,-84359.62102497322
749.0293255131965,338.88269794721407,-84359.62102497322
749.0293255131965,338.88269794721407,-84359.62102497322
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,963.8680351906158,111352.31923701192
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,338.88269794721407,-84359.62102497322
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
249.04105571847504,463.8797653958944,-105182.0376896828
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
249.04105571847504,463.8797653958944,-105182.0376896828
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
999.0234604105572,463.8797653958944,78637.67046266372
749.0293255131965,995.1173020527859,134822.73674628013
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,963.8680351906158,111352.31923701192
749.0293255131965,401.38123167155425,46878.44620171331
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,401.38123167155425,46878.44620171331
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,963.8680351906158,111352.31923701192
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
249.04105571847504,463.8797653958944,-105182.0376896828
686.5307917888563,463.8797653958944,61456.818964268896
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,963.8680351906158,111352.31923701192
249.04105571847504,463.8797653958944,-105182.0376896828
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
749.0293255131965,463.8797653958944,-107762.85439260927
